#,Name,difficulty,link,number,class
1768D,"Lucky Permutation constructive algorithms,  dfs and similar,  graphs,  greedy",1800.0,https://codeforces.com/problemset/problem/1768/D,1768,D
1768C,"Elemental Decompress constructive algorithms,  greedy,  implementation,  sortings",1300.0,https://codeforces.com/problemset/problem/1768/C,1768,C
1768B,"Quick Sort greedy,  math",900.0,https://codeforces.com/problemset/problem/1768/B,1768,B
1768A,"Greatest Convex greedy,  math,  number theory",800.0,https://codeforces.com/problemset/problem/1768/A,1768,A
1767F,"Two Subtrees data structures,  trees",3100.0,https://codeforces.com/problemset/problem/1767/F,1767,F
1767E,"Algebra Flash bitmasks,  brute force,  dp,  graphs,  math,  meet-in-the-middle,  trees",2500.0,https://codeforces.com/problemset/problem/1767/E,1767,E
1767D,"Playoff combinatorics,  constructive algorithms,  dp,  greedy,  math",1500.0,https://codeforces.com/problemset/problem/1767/D,1767,D
1767C,"Count Binary Strings data structures,  dp",2100.0,https://codeforces.com/problemset/problem/1767/C,1767,C
1767B,"Block Towers data structures,  greedy,  sortings",800.0,https://codeforces.com/problemset/problem/1767/B,1767,B
1767A,Cut the Triangle implementation,800.0,https://codeforces.com/problemset/problem/1767/A,1767,A
1766F,MCF flows,2800.0,https://codeforces.com/problemset/problem/1766/F,1766,F
1766E,"Decomposition binary search,  brute force,  data structures,  divide and conquer,  dp,  two pointers",2300.0,https://codeforces.com/problemset/problem/1766/E,1766,E
1766D,"Lucky Chains math,  number theory",1600.0,https://codeforces.com/problemset/problem/1766/D,1766,D
1766C,"Hamiltonian Wall dp,  implementation",1300.0,https://codeforces.com/problemset/problem/1766/C,1766,C
1766B,Notepad# implementation,1000.0,https://codeforces.com/problemset/problem/1766/B,1766,B
1766A,"Extremely Round brute force,  implementation",800.0,https://codeforces.com/problemset/problem/1766/A,1766,A
1765N,Number Reduction greedy,1500.0,https://codeforces.com/problemset/problem/1765/N,1765,N
1765M,"Minimum LCM math,  number theory",1000.0,https://codeforces.com/problemset/problem/1765/M,1765,M
1765L,"Project Manager brute force,  data structures,  implementation",2400.0,https://codeforces.com/problemset/problem/1765/L,1765,L
1765K,"Torus Path greedy,  math",1500.0,https://codeforces.com/problemset/problem/1765/K,1765,K
1765J,"Hero to Zero graph matchings,  math",2900.0,https://codeforces.com/problemset/problem/1765/J,1765,J
1765I,"Infinite Chess implementation,  shortest paths",2800.0,https://codeforces.com/problemset/problem/1765/I,1765,I
1765H,"Hospital Queue binary search,  graphs,  greedy,  implementation",2200.0,https://codeforces.com/problemset/problem/1765/H,1765,H
1765G,"Guess the String constructive algorithms,  interactive,  probabilities",2600.0,https://codeforces.com/problemset/problem/1765/G,1765,G
1765F,"Chemistry Lab dp,  geometry,  probabilities",2200.0,https://codeforces.com/problemset/problem/1765/F,1765,F
1765E,"Exchange brute force,  math",1000.0,https://codeforces.com/problemset/problem/1765/E,1765,E
1765D,"Watch the Videos binary search,  constructive algorithms,  two pointers",1700.0,https://codeforces.com/problemset/problem/1765/D,1765,D
1765C,"Card Guessing combinatorics,  dp,  probabilities",2600.0,https://codeforces.com/problemset/problem/1765/C,1765,C
1765B,Broken Keyboard greedy,800.0,https://codeforces.com/problemset/problem/1765/B,1765,B
1765A,"Access Levels bitmasks,  dsu,  flows,  graph matchings",2400.0,https://codeforces.com/problemset/problem/1765/A,1765,A
1764H,Doremy's Paint 2 data structures,3400.0,https://codeforces.com/problemset/problem/1764/H,1764,H
1764G3,"Doremy's Perfect DS Class (Hard Version) binary search,  interactive",3300.0,https://codeforces.com/problemset/problem/1764/G3,1764,G3
1764G2,"Doremy's Perfect DS Class (Medium Version) binary search,  interactive",3000.0,https://codeforces.com/problemset/problem/1764/G2,1764,G2
1764G1,"Doremy's Perfect DS Class (Easy Version) binary search,  interactive",2900.0,https://codeforces.com/problemset/problem/1764/G1,1764,G1
1764F,"Doremy's Experimental Tree brute force,  constructive algorithms,  dfs and similar,  dsu,  sortings,  trees",2500.0,https://codeforces.com/problemset/problem/1764/F,1764,F
1764E,"Doremy's Number Line dp,  greedy,  sortings",2400.0,https://codeforces.com/problemset/problem/1764/E,1764,E
1764D,"Doremy's Pegging Game combinatorics,  dp,  math",2000.0,https://codeforces.com/problemset/problem/1764/D,1764,D
1764C,"Doremy's City Construction graphs,  greedy",1400.0,https://codeforces.com/problemset/problem/1764/C,1764,C
1764B,"Doremy's Perfect Math Class math,  number theory",900.0,https://codeforces.com/problemset/problem/1764/B,1764,B
1764A,Doremy's Paint greedy,800.0,https://codeforces.com/problemset/problem/1764/A,1764,A
1763F,"Edge Queries data structures,  dfs and similar,  dp,  dsu,  graphs,  trees",3000.0,https://codeforces.com/problemset/problem/1763/F,1763,F
1763E,"Node Pairs dp,  graphs,  math,  number theory",2200.0,https://codeforces.com/problemset/problem/1763/E,1763,E
1763D,"Valid Bitonic Permutations combinatorics,  dp,  implementation,  math,  number theory",2200.0,https://codeforces.com/problemset/problem/1763/D,1763,D
1763C,"Another Array Problem brute force,  constructive algorithms,  greedy",2000.0,https://codeforces.com/problemset/problem/1763/C,1763,C
1763B,"Incinerate binary search,  brute force,  data structures,  implementation,  math,  sortings",1200.0,https://codeforces.com/problemset/problem/1763/B,1763,B
1763A,"Absolute Maximization bitmasks,  constructive algorithms,  greedy,  math",800.0,https://codeforces.com/problemset/problem/1763/A,1763,A
1762G,"Unequal Adjacent Elements constructive algorithms,  sortings",3100.0,https://codeforces.com/problemset/problem/1762/G,1762,G
1762F,"Good Pairs binary search,  data structures,  dp",2600.0,https://codeforces.com/problemset/problem/1762/F,1762,F
1762E,"Tree Sum combinatorics,  math,  trees",2600.0,https://codeforces.com/problemset/problem/1762/E,1762,E
1762D,"GCD Queries constructive algorithms,  interactive,  number theory",2100.0,https://codeforces.com/problemset/problem/1762/D,1762,D
1762C,"Binary Strings are Fun combinatorics,  math",1400.0,https://codeforces.com/problemset/problem/1762/C,1762,C
1762B,"Make Array Good constructive algorithms,  implementation,  number theory,  sortings",1100.0,https://codeforces.com/problemset/problem/1762/B,1762,B
1762A,"Divide and Conquer greedy,  math,  number theory",800.0,https://codeforces.com/problemset/problem/1762/A,1762,A
1761G,"Centroid Guess interactive,  probabilities,  trees",3500.0,https://codeforces.com/problemset/problem/1761/G,1761,G
1761F2,"Anti-median (Hard Version) combinatorics,  dp,  math",3500.0,https://codeforces.com/problemset/problem/1761/F2,1761,F2
1761F1,"Anti-median (Easy Version) dp,  math",3100.0,https://codeforces.com/problemset/problem/1761/F1,1761,F1
1761E,"Make It Connected binary search,  brute force,  constructive algorithms,  dsu,  graphs,  greedy,  matrices,  trees,  two pointers",2400.0,https://codeforces.com/problemset/problem/1761/E,1761,E
1761D,"Carry Bit combinatorics,  math",2100.0,https://codeforces.com/problemset/problem/1761/D,1761,D
1761C,"Set Construction constructive algorithms,  dfs and similar,  graphs,  greedy",1400.0,https://codeforces.com/problemset/problem/1761/C,1761,C
1761B,"Elimination of a Ring constructive algorithms,  greedy,  implementation",1000.0,https://codeforces.com/problemset/problem/1761/B,1761,B
1761A,"Two Permutations brute force,  constructive algorithms",800.0,https://codeforces.com/problemset/problem/1761/A,1761,A
1760G,"SlavicG's Favorite Problem bitmasks,  dfs and similar,  graphs",1700.0,https://codeforces.com/problemset/problem/1760/G,1760,G
1760F,"Quests binary search,  greedy,  sortings",1500.0,https://codeforces.com/problemset/problem/1760/F,1760,F
1760E,"Binary Inversions data structures,  greedy,  math",1100.0,https://codeforces.com/problemset/problem/1760/E,1760,E
1760D,"Challenging Valleys implementation,  two pointers",1000.0,https://codeforces.com/problemset/problem/1760/D,1760,D
1760C,"Advantage data structures,  implementation,  sortings",800.0,https://codeforces.com/problemset/problem/1760/C,1760,C
1760B,"Atilla's Favorite Problem greedy,  implementation,  strings",800.0,https://codeforces.com/problemset/problem/1760/B,1760,B
1760A,"Medium Number implementation,  sortings",800.0,https://codeforces.com/problemset/problem/1760/A,1760,A
1759G,"Restore the Permutation binary search,  constructive algorithms,  data structures,  greedy,  math",1900.0,https://codeforces.com/problemset/problem/1759/G,1759,G
1759F,"All Possible Digits binary search,  data structures,  greedy,  math,  number theory",1800.0,https://codeforces.com/problemset/problem/1759/F,1759,F
1759E,"The Humanoid brute force,  dp,  sortings",1500.0,https://codeforces.com/problemset/problem/1759/E,1759,E
1759D,"Make It Round brute force,  number theory",1400.0,https://codeforces.com/problemset/problem/1759/D,1759,D
1759C,"Thermostat greedy,  math,  shortest paths",1100.0,https://codeforces.com/problemset/problem/1759/C,1759,C
1759B,Lost Permutation math,800.0,https://codeforces.com/problemset/problem/1759/B,1759,B
1759A,"Yes-Yes? implementation,  strings",800.0,https://codeforces.com/problemset/problem/1759/A,1759,A
1758F,"Decent Division constructive algorithms,  data structures",3000.0,https://codeforces.com/problemset/problem/1758/F,1758,F
1758E,"Tick, Tock combinatorics,  dfs and similar,  dsu,  graphs",2500.0,https://codeforces.com/problemset/problem/1758/E,1758,E
1758D,"Range = √Sum binary search,  brute force,  constructive algorithms,  math,  two pointers",1800.0,https://codeforces.com/problemset/problem/1758/D,1758,D
1758C,"Almost All Multiples greedy,  number theory",1400.0,https://codeforces.com/problemset/problem/1758/C,1758,C
1758B,XOR = Average constructive algorithms,900.0,https://codeforces.com/problemset/problem/1758/B,1758,B
1758A,"SSeeeeiinngg DDoouubbllee constructive algorithms,  strings",800.0,https://codeforces.com/problemset/problem/1758/A,1758,A
1754B,"Kevin and Permutation constructive algorithms,  greedy,  math",800.0,https://codeforces.com/problemset/problem/1754/B,1754,B
1754A,Technical Support greedy,800.0,https://codeforces.com/problemset/problem/1754/A,1754,A
1753F,"Minecraft Series brute force,  two pointers",3500.0,https://codeforces.com/problemset/problem/1753/F,1753,F
1753E,"N Machines binary search,  brute force,  greedy",3300.0,https://codeforces.com/problemset/problem/1753/E,1753,E
1753D,"The Beach constructive algorithms,  dfs and similar,  graphs,  shortest paths",2400.0,https://codeforces.com/problemset/problem/1753/D,1753,D
1753C,"Wish I Knew How to Sort dp,  math,  probabilities",2000.0,https://codeforces.com/problemset/problem/1753/C,1753,C
1753B,"Factorial Divisibility math,  number theory",1600.0,https://codeforces.com/problemset/problem/1753/B,1753,B
1753A2,"Make Nonzero Sum (hard version) constructive algorithms,  dp,  greedy",1500.0,https://codeforces.com/problemset/problem/1753/A2,1753,A2
1753A1,"Make Nonzero Sum (easy version) constructive algorithms,  dp,  greedy",1300.0,https://codeforces.com/problemset/problem/1753/A1,1753,A1
1750H,"BinaryStringForces constructive algorithms,  data structures,  dp",3500.0,https://codeforces.com/problemset/problem/1750/H,1750,H
1750G,"Doping combinatorics,  dp,  math",3300.0,https://codeforces.com/problemset/problem/1750/G,1750,G
1750F,"Majority combinatorics,  dp,  math,  strings",2700.0,https://codeforces.com/problemset/problem/1750/F,1750,F
1750E,"Bracket Cost binary search,  data structures,  divide and conquer,  dp,  greedy,  strings",2400.0,https://codeforces.com/problemset/problem/1750/E,1750,E
1750D,"Count GCD combinatorics,  math,  number theory",1800.0,https://codeforces.com/problemset/problem/1750/D,1750,D
1750C,"Complementary XOR constructive algorithms,  implementation",1400.0,https://codeforces.com/problemset/problem/1750/C,1750,C
1750B,"Maximum Substring brute force,  greedy,  implementation",800.0,https://codeforces.com/problemset/problem/1750/B,1750,B
1750A,"Indirect Sort constructive algorithms,  implementation,  math",800.0,https://codeforces.com/problemset/problem/1750/A,1750,A
1749F,"Distance to the Path data structures,  dfs and similar,  trees",2800.0,https://codeforces.com/problemset/problem/1749/F,1749,F
1749E,"Cactus Wall constructive algorithms,  dfs and similar,  graphs,  shortest paths",2400.0,https://codeforces.com/problemset/problem/1749/E,1749,E
1749D,"Counting Arrays combinatorics,  dp,  math,  number theory",1900.0,https://codeforces.com/problemset/problem/1749/D,1749,D
1749C,"Number Game binary search,  data structures,  games,  greedy,  implementation",1400.0,https://codeforces.com/problemset/problem/1749/C,1749,C
1749B,Death's Blessing greedy,900.0,https://codeforces.com/problemset/problem/1749/B,1749,B
1749A,"Cowardly Rooks greedy,  implementation",800.0,https://codeforces.com/problemset/problem/1749/A,1749,A
1748F,"Circular Xor Reversal bitmasks,  constructive algorithms",3000.0,https://codeforces.com/problemset/problem/1748/F,1748,F
1748E,"Yet Another Array Counting Problem binary search,  data structures,  divide and conquer,  dp,  flows,  math,  trees",2300.0,https://codeforces.com/problemset/problem/1748/E,1748,E
1748D,"ConstructOR bitmasks,  chinese remainder theorem,  combinatorics,  constructive algorithms,  math,  number theory",2100.0,https://codeforces.com/problemset/problem/1748/D,1748,D
1748C,"Zero-Sum Prefixes brute force,  data structures,  dp,  greedy,  implementation",1600.0,https://codeforces.com/problemset/problem/1748/C,1748,C
1748B,"Diverse Substrings brute force,  implementation,  strings",1400.0,https://codeforces.com/problemset/problem/1748/B,1748,B
1748A,The Ultimate Square math,800.0,https://codeforces.com/problemset/problem/1748/A,1748,A
1747E,"List Generation combinatorics,  dp,  math",2900.0,https://codeforces.com/problemset/problem/1747/E,1747,E
1747D,"Yet Another Problem binary search,  bitmasks,  constructive algorithms,  data structures",1900.0,https://codeforces.com/problemset/problem/1747/D,1747,D
1747C,Swap Game games,1200.0,https://codeforces.com/problemset/problem/1747/C,1747,C
1747B,BAN BAN constructive algorithms,900.0,https://codeforces.com/problemset/problem/1747/B,1747,B
1747A,"Two Groups constructive algorithms,  greedy",800.0,https://codeforces.com/problemset/problem/1747/A,1747,A
1746G,"Olympiad Training binary search,  data structures,  dp,  flows,  geometry,  implementation,  sortings",3500.0,https://codeforces.com/problemset/problem/1746/G,1746,G
1746F,"Kazaee data structures,  hashing,  probabilities",2800.0,https://codeforces.com/problemset/problem/1746/F,1746,F
1746E2,"Joking (Hard Version) dp,  interactive",3200.0,https://codeforces.com/problemset/problem/1746/E2,1746,E2
1746E1,"Joking (Easy Version) binary search,  constructive algorithms,  interactive,  ternary search",2500.0,https://codeforces.com/problemset/problem/1746/E1,1746,E1
1746D,"Paths on the Tree dfs and similar,  dp,  greedy,  sortings,  trees",1900.0,https://codeforces.com/problemset/problem/1746/D,1746,D
1746C,"Permutation Operations constructive algorithms,  greedy,  implementation,  math",1300.0,https://codeforces.com/problemset/problem/1746/C,1746,C
